eco_weights_choice,WUE_flood_choice,WUE_spray_choice,adoption_choice,climate_choice,eco_min_separation_choice,eco_min_duration_choice,eco_ctf_choice,AWD_surface_choice,AWD_gw_choice,crop_price_choice,timing_col,duration_col,dry_col,gwlevel_col,sw_uncertainty_choice,gw_uncertainty_choice,crop_trend,cj_options,profit_mean,profit_std,surface_index,gw_index,gwlevel_mean,gwlevel_min
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,50%,120%,up,constant1,2341346.16775851,1982927.1129448647,1.8521333333333334,10.742080171397145,-12.549341427325285,-13.335604263659794
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,50%,120%,up,forcefix,2346477.8755242103,2013059.0077901008,1.8521333333333334,9.8199361262215135,-12.771853597443586,-13.490012658392624
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,50%,120%,up,oppandforcefix,2423641.8116260427,2013505.1699671329,1.7849333333333335,0.0,-14.622293886754873,-15.611479072692623
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,80%,down,byrain,1413741.7632310931,1082778.7952631954,3.567200000000001,216.86670078182155,-7.8431902916956444,-8.3338468577541249
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,80%,down,constant1,1458322.8562463457,1101439.1758914804,3.5680000000000005,189.57909626102906,-8.3662276182168576,-8.8904028424398636
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,80%,down,forcefix,1463411.772390089,1111233.2367100506,3.5290666666666675,181.83991106796208,-8.5145690649623909,-8.9933417722617506
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,80%,down,oppandforcefix,1512703.5062556944,1112324.2376872788,3.5123333333333342,117.84205614556947,-9.7481959245032481,-10.407652715128416
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,80%,up,byrain,2266733.9657020657,1931013.9854734384,3.567200000000001,216.86670078182155,-7.8431902916956444,-8.3338468577541249
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,80%,up,constant1,2341346.16775851,1982927.1129448647,3.5680000000000005,189.57909626102906,-8.3662276182168576,-8.8904028424398636
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,80%,up,forcefix,2346477.8755242103,2013059.0077901008,3.5290666666666675,181.83991106796208,-8.5145690649623909,-8.9933417722617506
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,80%,up,oppandforcefix,2423641.8116260427,2013505.1699671329,3.5123333333333342,117.84205614556947,-9.7481959245032481,-10.407652715128416
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,120%,down,byrain,1413741.7632310931,1082778.7952631954,3.567200000000001,22.457206766395995,-11.764785437543464,-12.500770286631187
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,120%,down,constant1,1458322.8562463457,1101439.1758914804,3.5680000000000005,10.742080171397145,-12.549341427325285,-13.335604263659794
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,120%,down,forcefix,1463411.772390089,1111233.2367100506,3.5290666666666675,9.8199361262215135,-12.771853597443586,-13.490012658392624
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,120%,down,oppandforcefix,1512703.5062556944,1112324.2376872788,3.5123333333333342,0.0,-14.622293886754873,-15.611479072692623
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,120%,up,byrain,2266733.9657020657,1931013.9854734384,3.567200000000001,22.457206766395995,-11.764785437543464,-12.500770286631187
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,120%,up,constant1,2341346.16775851,1982927.1129448647,3.5680000000000005,10.742080171397145,-12.549341427325285,-13.335604263659794
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,120%,up,forcefix,2346477.8755242103,2013059.0077901008,3.5290666666666675,9.8199361262215135,-12.771853597443586,-13.490012658392624
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,Index,150%,120%,up,oppandforcefix,2423641.8116260427,2013505.1699671329,3.5123333333333342,0.0,-14.622293886754873,-15.611479072692623
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,80%,down,byrain,1413741.7632310931,1082778.7952631954,1.9066000000000003,261.36669054727508,-7.8431902916956444,-8.3338468577541249
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,80%,down,constant1,1458322.8562463457,1101439.1758914804,1.8521333333333334,242.2653673827204,-8.3662276182168576,-8.8904028424398636
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,80%,down,forcefix,1463411.772390089,1111233.2367100506,1.8521333333333334,236.84793774757344,-8.5145690649623909,-8.9933417722617506
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,80%,down,oppandforcefix,1512703.5062556944,1112324.2376872788,1.7849333333333335,191.79588483714136,-9.7481959245032481,-10.407652715128416
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,80%,up,byrain,2266733.9657020657,1931013.9854734384,1.9066000000000003,261.36669054727508,-7.8431902916956444,-8.3338468577541249
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,80%,up,constant1,2341346.16775851,1982927.1129448647,1.8521333333333334,242.2653673827204,-8.3662276182168576,-8.8904028424398636
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,80%,up,forcefix,2346477.8755242103,2013059.0077901008,1.8521333333333334,236.84793774757344,-8.5145690649623909,-8.9933417722617506
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,80%,up,oppandforcefix,2423641.8116260427,2013505.1699671329,1.7849333333333335,191.79588483714136,-9.7481959245032481,-10.407652715128416
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,120%,down,byrain,1413741.7632310931,1082778.7952631954,1.9066000000000003,118.15003582091268,-11.764785437543464,-12.500770286631187
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,120%,down,constant1,1458322.8562463457,1101439.1758914804,1.8521333333333334,89.498051074080578,-12.549341427325285,-13.335604263659794
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,120%,down,forcefix,1463411.772390089,1111233.2367100506,1.8521333333333334,81.371906621360239,-12.771853597443586,-13.490012658392624
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,120%,down,oppandforcefix,1512703.5062556944,1112324.2376872788,1.7849333333333335,36.191374649526239,-14.622293886754873,-15.611479072692623
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,120%,up,byrain,2266733.9657020657,1931013.9854734384,1.9066000000000003,118.15003582091268,-11.764785437543464,-12.500770286631187
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,120%,up,constant1,2341346.16775851,1982927.1129448647,1.8521333333333334,89.498051074080578,-12.549341427325285,-13.335604263659794
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,120%,up,forcefix,2346477.8755242103,2013059.0077901008,1.8521333333333334,81.371906621360239,-12.771853597443586,-13.490012658392624
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,50%,120%,up,oppandforcefix,2423641.8116260427,2013505.1699671329,1.7849333333333335,36.191374649526239,-14.622293886754873,-15.611479072692623
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,80%,down,byrain,1413741.7632310931,1082778.7952631954,3.567200000000001,261.36669054727508,-7.8431902916956444,-8.3338468577541249
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,80%,down,constant1,1458322.8562463457,1101439.1758914804,3.5680000000000005,242.2653673827204,-8.3662276182168576,-8.8904028424398636
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,80%,down,forcefix,1463411.772390089,1111233.2367100506,3.5290666666666675,236.84793774757344,-8.5145690649623909,-8.9933417722617506
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,80%,down,oppandforcefix,1512703.5062556944,1112324.2376872788,3.5123333333333342,191.79588483714136,-9.7481959245032481,-10.407652715128416
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,80%,up,byrain,2266733.9657020657,1931013.9854734384,3.567200000000001,261.36669054727508,-7.8431902916956444,-8.3338468577541249
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,80%,up,constant1,2341346.16775851,1982927.1129448647,3.5680000000000005,242.2653673827204,-8.3662276182168576,-8.8904028424398636
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,80%,up,forcefix,2346477.8755242103,2013059.0077901008,3.5290666666666675,236.84793774757344,-8.5145690649623909,-8.9933417722617506
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,80%,up,oppandforcefix,2423641.8116260427,2013505.1699671329,3.5123333333333342,191.79588483714136,-9.7481959245032481,-10.407652715128416
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,120%,down,byrain,1413741.7632310931,1082778.7952631954,3.567200000000001,118.15003582091268,-11.764785437543464,-12.500770286631187
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,120%,down,constant1,1458322.8562463457,1101439.1758914804,3.5680000000000005,89.498051074080578,-12.549341427325285,-13.335604263659794
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,120%,down,forcefix,1463411.772390089,1111233.2367100506,3.5290666666666675,81.371906621360239,-12.771853597443586,-13.490012658392624
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,120%,down,oppandforcefix,1512703.5062556944,1112324.2376872788,3.5123333333333342,36.191374649526239,-14.622293886754873,-15.611479072692623
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,120%,up,byrain,2266733.9657020657,1931013.9854734384,3.567200000000001,118.15003582091268,-11.764785437543464,-12.500770286631187
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,120%,up,constant1,2341346.16775851,1982927.1129448647,3.5680000000000005,89.498051074080578,-12.549341427325285,-13.335604263659794
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,120%,up,forcefix,2346477.8755242103,2013059.0077901008,3.5290666666666675,81.371906621360239,-12.771853597443586,-13.490012658392624
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,120%,up,oppandforcefix,2423641.8116260427,2013505.1699671329,3.5123333333333342,36.191374649526239,-14.622293886754873,-15.611479072692623
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,down,byrain,1413741.7632310931,1082778.7952631954,2.2351000000000001,216.86670078182155,-7.8431902916956444,-8.3338468577541249
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,down,constant1,1458322.8562463457,1101439.1758914804,2.162633333333333,189.57909626102906,-8.3662276182168576,-8.8904028424398636
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,down,forcefix,1463411.772390089,1111233.2367100506,2.162633333333333,181.83991106796208,-8.5145690649623909,-8.9933417722617506
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,down,oppandforcefix,1512703.5062556944,1112324.2376872788,2.0909333333333331,117.84205614556947,-9.7481959245032481,-10.407652715128416
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,up,byrain,2266733.9657020657,1931013.9854734384,2.2351000000000001,216.86670078182155,-7.8431902916956444,-8.3338468577541249
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,up,constant1,2341346.16775851,1982927.1129448647,2.162633333333333,189.57909626102906,-8.3662276182168576,-8.8904028424398636
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,up,forcefix,2346477.8755242103,2013059.0077901008,2.162633333333333,181.83991106796208,-8.5145690649623909,-8.9933417722617506
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,up,oppandforcefix,2423641.8116260427,2013505.1699671329,2.0909333333333331,117.84205614556947,-9.7481959245032481,-10.407652715128416
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,down,byrain,1413741.7632310931,1082778.7952631954,2.2351000000000001,22.457206766395995,-11.764785437543464,-12.500770286631187
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,down,constant1,1458322.8562463457,1101439.1758914804,2.162633333333333,10.742080171397145,-12.549341427325285,-13.335604263659794
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,down,forcefix,1463411.772390089,1111233.2367100506,2.162633333333333,9.8199361262215135,-12.771853597443586,-13.490012658392624
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,down,oppandforcefix,1512703.5062556944,1112324.2376872788,2.0909333333333331,0.0,-14.622293886754873,-15.611479072692623
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,up,byrain,2266733.9657020657,1931013.9854734384,2.2351000000000001,22.457206766395995,-11.764785437543464,-12.500770286631187
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,up,constant1,2341346.16775851,1982927.1129448647,2.162633333333333,10.742080171397145,-12.549341427325285,-13.335604263659794
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,up,forcefix,2346477.8755242103,2013059.0077901008,2.162633333333333,9.8199361262215135,-12.771853597443586,-13.490012658392624
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,up,oppandforcefix,2423641.8116260427,2013505.1699671329,2.0909333333333331,0.0,-14.622293886754873,-15.611479072692623
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,down,byrain,1413741.7632310931,1082778.7952631954,4.1492000000000004,216.86670078182155,-7.8431902916956444,-8.3338468577541249
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,down,constant1,1458322.8562463457,1101439.1758914804,4.1500000000000004,189.57909626102906,-8.3662276182168576,-8.8904028424398636
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,down,forcefix,1463411.772390089,1111233.2367100506,4.1000666666666667,181.83991106796208,-8.5145690649623909,-8.9933417722617506
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,down,oppandforcefix,1512703.5062556944,1112324.2376872788,4.0738333333333339,117.84205614556947,-9.7481959245032481,-10.407652715128416
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,up,byrain,2266733.9657020657,1931013.9854734384,4.1492000000000004,216.86670078182155,-7.8431902916956444,-8.3338468577541249
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,up,constant1,2341346.16775851,1982927.1129448647,4.1500000000000004,189.57909626102906,-8.3662276182168576,-8.8904028424398636
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,up,forcefix,2346477.8755242103,2013059.0077901008,4.1000666666666667,181.83991106796208,-8.5145690649623909,-8.9933417722617506
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,up,oppandforcefix,2423641.8116260427,2013505.1699671329,4.0738333333333339,117.84205614556947,-9.7481959245032481,-10.407652715128416
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,down,byrain,1413741.7632310931,1082778.7952631954,4.1492000000000004,22.457206766395995,-11.764785437543464,-12.500770286631187
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,down,constant1,1458322.8562463457,1101439.1758914804,4.1500000000000004,10.742080171397145,-12.549341427325285,-13.335604263659794
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,down,forcefix,1463411.772390089,1111233.2367100506,4.1000666666666667,9.8199361262215135,-12.771853597443586,-13.490012658392624
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,down,oppandforcefix,1512703.5062556944,1112324.2376872788,4.0738333333333339,0.0,-14.622293886754873,-15.611479072692623
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,up,byrain,2266733.9657020657,1931013.9854734384,4.1492000000000004,22.457206766395995,-11.764785437543464,-12.500770286631187
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,up,constant1,2341346.16775851,1982927.1129448647,4.1500000000000004,10.742080171397145,-12.549341427325285,-13.335604263659794
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,up,forcefix,2346477.8755242103,2013059.0077901008,4.1000666666666667,9.8199361262215135,-12.771853597443586,-13.490012658392624
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,up,oppandforcefix,2423641.8116260427,2013505.1699671329,4.0738333333333339,0.0,-14.622293886754873,-15.611479072692623
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,down,byrain,1413741.7632310931,1082778.7952631954,2.2351000000000001,261.36669054727508,-7.8431902916956444,-8.3338468577541249
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,down,constant1,1458322.8562463457,1101439.1758914804,2.162633333333333,242.2653673827204,-8.3662276182168576,-8.8904028424398636
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,down,forcefix,1463411.772390089,1111233.2367100506,2.162633333333333,236.84793774757344,-8.5145690649623909,-8.9933417722617506
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,down,oppandforcefix,1512703.5062556944,1112324.2376872788,2.0909333333333331,191.79588483714136,-9.7481959245032481,-10.407652715128416
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,up,byrain,2266733.9657020657,1931013.9854734384,2.2351000000000001,261.36669054727508,-7.8431902916956444,-8.3338468577541249
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,up,constant1,2341346.16775851,1982927.1129448647,2.162633333333333,242.2653673827204,-8.3662276182168576,-8.8904028424398636
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,up,forcefix,2346477.8755242103,2013059.0077901008,2.162633333333333,236.84793774757344,-8.5145690649623909,-8.9933417722617506
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,up,oppandforcefix,2423641.8116260427,2013505.1699671329,2.0909333333333331,191.79588483714136,-9.7481959245032481,-10.407652715128416
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,down,byrain,1413741.7632310931,1082778.7952631954,2.2351000000000001,118.15003582091268,-11.764785437543464,-12.500770286631187
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,down,constant1,1458322.8562463457,1101439.1758914804,2.162633333333333,89.498051074080578,-12.549341427325285,-13.335604263659794
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,down,forcefix,1463411.772390089,1111233.2367100506,2.162633333333333,81.371906621360239,-12.771853597443586,-13.490012658392624
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,down,oppandforcefix,1512703.5062556944,1112324.2376872788,2.0909333333333331,36.191374649526239,-14.622293886754873,-15.611479072692623
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,up,byrain,2266733.9657020657,1931013.9854734384,2.2351000000000001,118.15003582091268,-11.764785437543464,-12.500770286631187
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,up,constant1,2341346.16775851,1982927.1129448647,2.162633333333333,89.498051074080578,-12.549341427325285,-13.335604263659794
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,up,forcefix,2346477.8755242103,2013059.0077901008,2.162633333333333,81.371906621360239,-12.771853597443586,-13.490012658392624
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,up,oppandforcefix,2423641.8116260427,2013505.1699671329,2.0909333333333331,36.191374649526239,-14.622293886754873,-15.611479072692623
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,80%,down,byrain,1413741.7632310931,1082778.7952631954,4.1492000000000004,261.36669054727508,-7.8431902916956444,-8.3338468577541249
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,80%,down,constant1,1458322.8562463457,1101439.1758914804,4.1500000000000004,242.2653673827204,-8.3662276182168576,-8.8904028424398636
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,80%,down,forcefix,1463411.772390089,1111233.2367100506,4.1000666666666667,236.84793774757344,-8.5145690649623909,-8.9933417722617506
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,80%,down,oppandforcefix,1512703.5062556944,1112324.2376872788,4.0738333333333339,191.79588483714136,-9.7481959245032481,-10.407652715128416
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,80%,up,byrain,2266733.9657020657,1931013.9854734384,4.1492000000000004,261.36669054727508,-7.8431902916956444,-8.3338468577541249
Default,min,min,min,dry,med,med,min,0.5,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,80%,up,constant1,2341346.16775851,1982927.1129448647,4.1500000000000004,242.2653673827204,-8.3662276182168576,-8.8904028424398636
